"Cylinders","Price","Brand_encoded","Model_encoded","Car_Suv_encoded","UsedOrNew_encoded","Transmission_encoded","DriveType_encoded","FuelType_encoded","ColourExtInt_encoded","Location_encoded","BodyType_encoded","Kilometres_num","age","Price_log"
4,41485,37,325,38,1,1,0,4,155,204,5,20,3,4.61790156301233
6,47990,55,519,28,0,1,4,2,240,181,5,148500,10,4.68115979952519
4,24925,39,210,4,0,1,0,1,155,154,0,62982,7,4.3966525906856
4,17990,39,248,13,0,1,0,1,97,90,3,186624,11,4.25505530355744
4,36990,20,349,28,0,0,3,2,148,83,5,174508,12,4.5680960720186
6,7499,13,175,13,0,1,2,1,228,90,3,323594,19,3.8750612633917
6,13990,13,175,13,0,1,2,1,148,131,3,148540,14,4.14584875659054
4,10999,18,200,28,0,1,4,1,88,21,5,131515,18,4.04139268515823
6,61990,45,440,28,0,1,4,2,198,407,5,56000,9,4.79232864217475
4,22990,17,189,4,0,1,0,1,46,130,0,49822,5,4.36155786144052
4,24990,22,241,28,0,1,0,1,207,215,5,90248,8,4.39778363450951
4,8500,15,250,28,0,1,3,1,207,95,5,265000,20,3.92947001617749
6,16990,39,336,28,0,1,0,1,170,131,5,226831,15,4.23021893988738
4,35990,30,302,28,0,1,2,1,170,273,5,16110,4,4.55619391357285
6,18990,38,274,28,0,1,3,3,219,81,5,108076,11,4.27854783377585
6,11999,29,93,28,0,1,2,2,314,21,5,203114,11,4.07918124604763
4,36950,21,188,4,0,1,0,1,301,476,0,23000,3,4.56762619614371
4,24990,20,198,28,0,1,0,1,157,391,5,109591,7,4.39778363450951
4,6799,15,100,13,0,1,0,3,211,52,3,313628,22,3.83250891270624
4,15111,29,123,28,0,1,4,2,170,273,5,199133,12,4.17932194491378
4,27990,20,198,28,0,1,0,1,170,273,5,55961,6,4.44701841424766
4,17990,26,239,12,0,0,0,2,159,90,2,255897,11,4.25505530355744
4,29500,39,210,4,0,1,0,4,240,108,0,54190,5,4.46983673757549
6,12999,29,93,28,0,1,2,1,116,401,5,218298,16,4.11394335230684
4,19990,39,248,13,0,1,0,1,148,257,3,117114,8,4.30083451916161
6,15999,29,93,28,0,1,4,1,247,258,5,231079,19,4.20411998265593
6,42997,42,374,28,0,1,3,2,219,216,5,120000,8,4.63344825536647
4,25990,33,237,4,0,1,0,3,240,113,0,29324,7,4.41482298924042
4,11990,23,127,4,0,1,0,1,217,90,0,142232,14,4.07885540297977
4,41888,23,350,94,1,1,0,4,148,412,5,25,2,4.62209999273969
4,28990,20,236,30,0,1,2,2,211,215,4,169014,9,4.46226319593422
4,8999,13,46,13,0,1,0,1,155,50,3,159317,13,3.95424250943932
4,22950,29,260,28,0,1,4,3,93,476,5,79214,8,4.36080161296785
4,28990,17,189,13,0,1,0,1,207,257,3,35655,4,4.46226319593422
4,10999,39,361,28,0,1,3,1,173,21,5,230915,18,4.04139268515823
6,42990,33,372,30,0,1,3,2,240,273,4,102371,5,4.63337754722054
4,13500,39,171,4,0,1,0,1,173,204,0,137467,11,4.13036593726521
4,23990,25,278,28,0,1,0,1,207,257,5,26001,4,4.38004835073693
4,11997,20,261,28,0,1,3,2,136,216,5,262000,15,4.07910885760144
4,9999,18,147,13,0,0,4,1,334,205,3,194000,19,4
4,47490,37,365,47,1,1,3,2,240,374,4,22,2,4.67661131445272
4,13999,15,100,13,0,1,0,3,211,401,3,172050,17,4.14612803567824
6,17990,13,174,13,0,1,2,1,18,130,3,212994,13,4.25505530355744
4,22990,23,150,4,0,1,0,1,240,374,0,86740,10,4.36155786144052
5,22999,23,323,30,0,1,3,2,211,137,4,288080,12,4.36172783601759
4,36990,13,256,30,0,1,3,2,207,445,4,130088,8,4.5680960720186
4,19888,42,265,13,0,1,2,3,314,429,3,110000,13,4.29861294775995
4,34485,37,325,47,1,1,0,3,228,374,5,22,2,4.53764282386375
4,4950,29,49,4,0,0,0,2,148,7,0,279205,15,3.69469292633148
4,12999,32,193,4,0,0,0,2,314,418,0,92940,15,4.11394335230684
6,27990,39,336,28,0,1,0,1,207,215,5,125965,10,4.44701841424766
4,28490,37,325,29,1,1,0,3,193,381,5,9,2,4.45470769272351
4,21320,32,193,4,0,0,0,3,155,154,0,97986,12,4.32880757016209
4,35111,21,331,7,0,1,0,2,170,318,1,133561,9,4.54545556783692
4,16490,13,87,4,0,1,0,3,155,108,0,73465,7,4.21724699168539
4,66990,33,456,7,0,1,0,2,247,273,1,58224,6,4.82601646071751
6,5999,39,53,13,0,1,0,1,170,154,3,276545,17,3.77815125038364
4,54990,29,348,30,0,1,3,2,148,445,4,59236,6,4.74029161730932
4,41990,41,439,28,0,1,4,3,219,257,5,51602,6,4.62315621732216
4,29720,39,309,28,0,1,0,3,161,395,5,77416,7,4.47306341771221
6,27870,38,274,28,0,1,3,3,207,508,5,172063,10,4.44515255129998
4,13990,18,200,28,0,1,4,1,96,90,5,170566,14,4.14584875659054
4,29990,13,256,28,0,1,3,2,125,355,5,128917,12,4.47699094682793
4,64990,40,328,30,0,1,3,2,240,355,4,11683,4,4.8128532193973
6,13990,22,312,28,0,1,3,1,136,355,5,237787,23,4.14584875659054
4,35888,45,338,4,0,1,0,3,219,476,0,45650,7,4.55496135745466
4,7990,39,361,28,0,1,3,1,62,131,5,236487,25,3.90260113066653
4,10999,38,99,28,0,1,2,3,88,90,5,215608,11,4.04139268515823
4,23999,17,142,4,0,0,0,1,160,190,0,54200,10,4.38021124171161
4,16990,20,236,30,0,0,3,2,207,400,4,150319,15,4.23021893988738
4,19990,14,158,4,0,1,0,1,247,400,0,30870,3,4.30083451916161
4,34990,29,314,28,0,1,0,2,170,400,5,55812,6,4.54395635426559
4,51990,21,331,7,0,1,0,2,198,400,1,16097,3,4.71592817077663
4,44950,45,338,4,0,1,0,3,316,476,0,42337,7,4.65273935768551
4,43990,20,236,30,0,1,3,2,240,400,4,86575,8,4.64336383443755
4,9999,22,277,30,0,0,2,1,159,467,4,312286,17,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,14990,21,228,28,0,1,0,1,211,204,5,137044,11,4.17583060416225
6,19990,13,175,7,0,1,2,1,173,351,1,140148,13,4.30083451916161
4,8990,17,189,4,0,1,0,1,240,243,0,190785,16,3.95380799766531
4,28990,22,254,28,0,1,0,1,158,476,5,37858,6,4.46226319593422
4,59990,29,348,30,0,1,3,2,240,400,4,62182,4,4.77808610132506
4,47990,39,333,30,0,1,3,2,88,400,4,141410,8,4.68115979952519
4,41485,37,325,34,1,1,0,4,219,423,5,10,3,4.61790156301233
4,18990,29,348,30,0,0,3,2,240,400,4,186236,17,4.27854783377585
6,49990,21,288,28,0,1,0,1,240,400,5,1473,3,4.69889182429286
4,34990,40,382,28,0,1,0,2,207,400,5,102941,6,4.54395635426559
4,11990,13,65,13,0,1,0,1,148,174,3,154209,12,4.07885540297977
4,25990,21,228,28,0,1,0,1,247,290,5,98761,8,4.41482298924042
4,9990,13,48,4,0,1,0,1,228,298,0,117974,13,3.99960895897142
4,33990,35,355,28,0,1,0,1,240,400,5,35508,7,4.5313639415202
4,25790,22,191,28,0,1,0,1,219,184,5,39810,7,4.41146818145792
6,8999,13,175,7,0,1,2,1,207,90,1,322282,15,3.95424250943932
4,46685,36,371,84,1,1,3,2,240,395,4,22,2,4.66918666569895
4,36990,44,415,28,0,1,4,2,148,400,5,134941,7,4.5680960720186
4,11999,22,234,12,0,1,2,1,207,177,2,187052,22,4.07918124604763
4,13990,13,192,28,0,1,0,1,155,81,5,88529,6,4.14584875659054
4,28990,22,277,30,0,0,3,2,314,400,4,179369,10,4.46226319593422
4,9990,23,165,4,0,1,0,3,148,89,0,167875,18,3.99960895897142
4,44990,17,259,28,0,1,4,1,207,351,5,11911,3,4.65312564619192
4,6499,39,210,4,0,0,0,1,136,205,0,207000,20,3.81291335664286
4,33990,14,224,28,0,1,0,3,314,290,5,9031,3,4.5313639415202
4,5999,38,279,28,0,0,3,1,62,60,5,255342,17,3.77815125038364
4,25950,39,361,28,0,1,0,1,240,537,5,142881,8,4.41415409768021
4,4990,21,228,28,0,0,0,1,148,123,5,181572,17,3.69818756986612
4,50990,20,236,30,0,1,3,2,247,351,4,49136,6,4.70749352913208
4,14999,29,348,30,0,0,2,2,207,95,4,87440,17,4.17609125905568
4,41990,44,415,28,0,1,4,2,219,400,5,60153,8,4.62315621732216
4,14990,23,150,4,0,0,0,1,125,204,0,139198,12,4.17583060416225
4,40990,22,277,30,0,1,3,2,207,291,4,80000,6,4.61268851331978
4,4999,13,48,4,0,0,0,1,116,131,0,151718,15,3.69897000433602
4,37990,20,236,30,0,1,3,2,159,414,4,106193,6,4.57968072521479
4,31999,39,333,30,0,0,3,2,148,137,4,261567,11,4.50514997831991
4,16990,38,99,28,0,1,2,3,240,313,5,61992,9,4.23021893988738
4,41990,35,404,28,0,1,3,3,193,414,5,42568,6,4.62315621732216
4,14999,20,236,30,0,0,3,2,207,154,4,176211,14,4.17609125905568
4,31939,39,309,28,0,1,4,3,240,154,5,78932,7,4.50433491180246
4,49990,18,362,13,0,1,4,3,100,414,3,4047,3,4.69889182429286
4,46685,36,371,84,1,1,3,2,314,395,4,22,2,4.66918666569895
4,26990,14,329,28,0,0,3,1,127,290,5,93300,9,4.43121897519885
4,15890,20,236,30,0,0,3,2,207,522,4,227808,13,4.20115122765526
4,55990,41,439,28,0,1,4,3,228,400,5,4874,3,4.74811822406944
4,28990,14,151,22,1,1,0,1,207,511,0,20,3,4.46226319593422
6,19990,13,175,13,0,1,2,1,211,122,3,177036,13,4.30083451916161
4,5999,39,210,7,0,0,0,1,240,76,1,263665,21,3.77815125038364
4,14990,33,237,4,0,0,0,3,159,229,0,108374,11,4.17583060416225
4,31000,14,151,15,1,1,0,1,155,229,0,10,2,4.49137570310773
4,9995,17,90,4,0,1,0,2,148,365,0,162000,13,3.99982624745441
4,14460,23,127,4,0,1,0,1,116,175,0,24858,15,4.16019832611657
4,26490,23,165,13,0,1,0,2,198,258,3,108051,8,4.42309835264547
4,16990,21,106,4,0,1,0,1,100,313,0,13208,11,4.23021893988738
4,22990,20,236,30,0,1,3,2,148,203,4,102489,12,4.36155786144052
4,15990,13,83,28,0,1,4,2,207,203,5,144321,12,4.20387562327733
4,14999,29,348,30,0,1,3,2,136,205,4,217000,17,4.17609125905568
4,15999,20,236,30,0,0,3,2,219,154,4,217934,11,4.20411998265593
4,14490,13,256,30,0,0,2,2,207,175,4,258666,15,4.16109835645092
4,4999,17,18,4,0,0,0,1,100,21,0,264741,19,3.69897000433602
4,55490,39,248,13,0,1,0,4,198,516,3,39233,4,4.74422255127963
4,26880,13,175,4,0,1,0,3,198,555,0,85121,8,4.42944542087002
4,19450,23,283,28,0,1,0,1,239,77,5,142223,11,4.28894193385288
4,18990,18,251,28,0,1,4,3,207,203,5,179211,10,4.27854783377585
4,5990,23,10,4,0,1,0,1,228,51,0,201000,25,3.77749931959037
4,40880,22,277,30,0,1,3,2,207,555,4,44075,5,4.61152151063865
4,24587,20,240,28,0,1,0,1,247,205,5,79146,6,4.39072320444882
4,41485,37,325,34,1,1,0,4,219,423,5,11,3,4.61790156301233
4,11880,17,90,4,0,0,0,1,314,555,0,164231,11,4.07485299588125
4,26993,21,188,13,0,1,0,1,247,162,3,85699,7,4.43126724354921
4,37500,45,305,28,0,1,4,3,373,262,5,81000,8,4.57404284875949
6,39980,38,274,28,0,1,3,2,240,555,5,87335,9,4.60185365243969
4,28999,39,210,4,0,1,0,4,198,190,0,44287,8,4.46239799789896
6,6990,13,175,7,0,1,2,1,211,235,1,273944,18,3.84453930212901
4,27990,39,243,12,0,0,2,2,207,174,2,167456,11,4.44701841424766
4,6999,18,159,13,0,1,4,1,211,154,3,260533,18,3.84509804001426
4,39990,13,256,30,0,1,3,2,211,203,4,106648,7,4.60196226407481
4,10888,23,127,4,0,1,0,1,173,248,0,168843,14,4.03698799780691
4,58780,22,312,28,0,1,3,2,173,555,5,17811,3,4.76923697014741
6,7999,23,19,7,0,1,0,1,53,258,1,160757,24,3.90308998699194
4,9999,22,277,30,0,1,3,2,207,50,4,384431,17,4
4,14490,13,83,28,0,1,0,1,99,199,5,92232,10,4.16109835645092
4,33485,37,325,29,1,1,0,3,176,381,5,13,3,4.5248632729003
4,34990,39,481,28,0,1,3,2,148,175,5,206801,13,4.54395635426559
6,28813,39,336,28,0,1,0,1,159,205,5,142912,10,4.45960355183624
4,11999,13,65,13,0,1,0,2,148,337,3,120310,11,4.07918124604763
4,14990,20,240,28,0,0,0,1,155,197,5,139500,11,4.17583060416225
4,21732,17,298,28,0,1,4,2,207,154,5,160111,9,4.33711968000287
4,16990,33,237,28,0,1,4,3,240,517,5,189451,10,4.23021893988738
4,29990,20,198,28,0,1,0,1,207,517,5,48800,4,4.47699094682793
6,8900,22,312,28,0,1,3,1,148,131,5,320000,25,3.9494388010365
4,25995,39,248,13,0,1,0,1,136,362,3,98052,8,4.41490652829503
4,23999,39,361,28,0,1,0,1,207,131,5,136347,7,4.38021124171161
4,18990,37,143,30,0,0,2,2,207,197,4,9900,4,4.27854783377585
4,19990,25,140,16,1,1,0,3,228,248,0,10,3,4.30083451916161
6,53990,39,336,28,0,1,4,1,211,517,5,73536,7,4.73232137137678
6,12499,20,44,13,0,1,0,1,124,90,3,134557,16,4.09691001300806
6,24990,29,93,28,0,1,2,1,157,437,5,116752,9,4.39778363450951
4,12990,17,111,13,0,1,0,1,240,115,3,136400,14,4.11364258277174
6,20500,39,481,28,0,1,3,1,148,258,5,205430,21,4.31177504563574
4,31990,17,298,28,0,1,4,2,247,115,5,107560,6,4.50502781581696
5,10990,29,123,28,0,1,4,3,156,116,5,187500,13,4.04103720786703
4,13990,28,74,28,0,0,4,2,207,266,5,126542,13,4.14584875659054
4,31990,13,256,30,0,1,3,2,240,115,4,119100,7,4.50502781581696
6,8499,20,44,13,0,1,0,3,67,90,3,165201,20,3.92941892571429
4,14888,42,374,28,0,1,3,2,247,429,5,180196,15,4.17286552991699
4,11990,17,189,4,0,1,0,1,198,115,0,162420,12,4.07885540297977
6,32744,38,274,28,0,1,3,2,211,418,5,136541,8,4.51514499476482
4,27990,39,333,30,0,1,2,1,207,362,4,83000,7,4.44701841424766
4,23890,22,312,28,0,1,3,2,157,381,5,214165,13,4.3782343282929
4,38990,44,330,28,0,1,0,3,240,517,5,37170,7,4.59096437365715
4,15672,44,204,4,0,0,0,3,314,256,0,92623,12,4.19515213359329
4,18888,13,83,28,0,1,4,2,432,362,5,110236,10,4.27620896660486
4,41990,22,312,28,0,1,3,2,198,375,5,89838,10,4.62315621732216
4,33990,30,290,30,0,1,3,2,207,362,4,16150,3,4.5313639415202
4,18900,39,333,30,0,0,3,2,211,123,4,332805,18,4.27648478210938
6,16500,39,481,28,0,1,3,1,116,95,5,312000,27,4.21751026429403
4,13990,13,125,28,0,1,0,1,207,197,5,151000,9,4.14584875659054
4,44990,23,165,13,0,1,0,1,314,517,3,7215,3,4.65312564619192
4,34990,14,329,28,0,0,3,1,247,362,5,16107,3,4.54395635426559
4,25990,45,305,28,0,1,4,3,211,362,5,159600,10,4.41482298924042
4,49888,45,473,13,0,1,4,3,240,429,3,94520,8,4.69800479881121
4,25499,17,189,4,0,1,0,1,240,204,0,34719,5,4.40654018043396
5,43990,23,323,30,0,1,3,2,124,375,4,73909,7,4.64336383443755
4,8995,39,181,7,0,1,0,1,170,365,1,249000,23,3.95404944676359
6,41999,50,483,28,0,1,3,2,314,306,5,126693,12,4.6232492903979
4,31990,30,290,30,0,1,3,2,207,362,4,18039,4,4.50502781581696
6,86888,45,504,13,0,1,4,3,247,476,3,17542,6,4.93896479898396
4,29990,22,254,28,0,1,0,1,211,517,5,85654,5,4.47699094682793
4,29990,17,298,28,0,1,4,2,207,197,5,124000,9,4.47699094682793
5,8999,41,377,28,0,1,4,2,207,154,5,194117,16,3.95424250943932
4,17999,13,87,13,0,1,0,1,173,190,3,67045,7,4.25527250510331
4,29950,22,241,28,0,1,4,1,127,271,5,91308,6,4.47641132713374
6,6999,13,71,13,0,1,2,3,62,154,3,242651,25,3.84509804001426
4,19990,20,198,28,0,1,0,1,148,452,5,134932,9,4.30083451916161
4,32999,27,308,28,0,1,3,3,207,154,5,84019,4,4.51851393987789
4,27990,18,362,4,0,0,4,3,127,298,0,82010,13,4.44701841424766
4,25850,45,233,28,0,1,0,2,240,534,5,131988,10,4.41247734766524
4,38990,39,361,28,0,1,0,1,207,517,5,85973,5,4.59096437365715
4,32990,15,218,28,0,1,0,1,240,258,5,15955,4,4.51839547977389
4,31990,22,312,28,0,1,3,2,240,115,5,186850,9,4.50502781581696
4,16990,9,118,30,0,0,3,2,198,522,4,87179,12,4.23021893988738
4,16950,41,377,28,0,1,0,3,247,534,5,112888,13,4.22919532387664
6,27999,33,454,28,0,1,4,2,240,306,5,156355,10,4.44715803134222
4,27990,17,259,28,0,1,4,1,136,517,5,81526,5,4.44701841424766
4,62990,45,505,28,0,1,2,3,240,197,5,38750,5,4.79927850295274
4,32990,22,312,28,0,1,3,2,207,508,5,218301,11,4.51839547977389
4,24950,22,191,28,0,1,0,1,88,271,5,91400,6,4.39708795620305
4,29995,26,264,28,0,1,0,1,207,517,5,75005,5,4.477063344928
4,39990,44,376,13,0,1,4,3,170,131,3,65807,10,4.60196226407481
6,41999,47,420,13,0,1,2,3,198,306,3,71196,9,4.6232492903979
6,15980,29,126,13,0,1,2,1,173,243,3,155547,14,4.20360395150449
4,52888,29,348,30,0,1,3,2,247,517,4,16386,5,4.72336535566358
4,24988,14,177,22,1,1,0,3,247,511,5,20,2,4.39774887704796
4,67990,40,328,30,0,1,3,2,240,362,4,282,3,4.83245142875005
4,52730,21,288,28,0,1,4,2,207,395,5,34802,5,4.72206600744684
4,74990,40,328,30,0,1,3,2,356,362,4,4100,3,4.8750091449267
6,10999,39,333,30,0,1,2,1,98,21,4,340994,19,4.04139268515823
4,8999,29,21,30,0,0,2,1,159,16,4,281060,21,3.95424250943932
4,10990,39,210,7,0,1,0,1,240,115,1,154725,19,4.04103720786703
4,29990,18,362,13,0,0,4,3,159,298,3,140207,11,4.47699094682793
4,27498,22,241,28,0,1,0,1,207,381,5,53567,6,4.4393169010165
4,9990,39,361,28,0,1,3,1,61,197,5,210000,19,3.99960895897142
4,25880,20,198,28,0,1,0,2,159,321,5,67115,9,4.41298105275754
4,22990,25,278,28,0,1,0,1,207,362,5,57520,4,4.36155786144052
4,39894,39,210,4,0,1,0,4,240,381,0,11401,3,4.6009184694091
4,32990,45,305,28,0,1,4,3,247,219,5,68860,10,4.51839547977389
4,16375,25,140,4,0,1,0,3,207,154,0,15607,5,4.21420782965445
4,28880,22,312,28,0,1,3,2,198,375,5,219500,13,4.46061222653483
4,56880,39,481,28,0,1,3,2,159,375,5,112254,7,4.75496722293029
6,24950,38,166,28,0,1,3,1,113,271,5,156651,10,4.39708795620305
4,19990,13,256,30,0,1,3,2,240,362,4,274621,12,4.30083451916161
6,67990,38,274,28,0,1,3,2,170,446,5,41754,5,4.83245142875005
4,25990,21,199,28,0,1,0,1,240,517,5,26345,3,4.41482298924042
4,49990,40,328,30,0,1,3,2,240,362,4,32596,7,4.69889182429286
4,24085,14,177,8,1,1,0,3,219,531,5,16,2,4.38176468201712
4,31990,39,248,13,0,1,0,1,240,337,3,83474,6,4.50502781581696
4,34980,45,293,28,0,1,0,2,314,542,5,93488,7,4.54383222047354
6,11988,13,175,7,0,1,2,1,155,70,1,155562,15,4.07878296019696
4,4998,39,361,28,0,0,3,1,148,482,5,260535,23,3.69888313675259
4,22880,39,210,13,0,1,0,1,240,509,3,80121,6,4.35947500110838
4,23888,45,255,12,0,1,2,2,207,192,2,375901,10,4.37819797044592
4,49500,36,402,79,1,1,4,2,293,433,5,10,2,4.69461397247084
4,27990,33,334,28,0,1,4,3,170,66,5,95338,7,4.44701841424766
6,7999,22,312,28,0,1,3,1,207,50,5,355479,23,3.90308998699194
6,25990,29,93,28,0,1,2,2,148,204,5,142698,9,4.41482298924042
4,34990,23,282,28,0,1,0,4,211,387,5,16865,4,4.54395635426559
4,27990,23,150,4,0,1,0,1,314,401,0,45799,8,4.44701841424766
6,14999,29,93,28,0,1,2,2,198,58,5,214010,13,4.17609125905568
4,26990,14,274,28,0,1,3,1,207,298,5,131735,7,4.43121897519885
4,26990,13,175,7,0,1,0,3,240,328,1,22779,7,4.43121897519885
4,6999,13,46,4,0,0,0,1,116,154,0,179766,12,3.84509804001426
4,57895,17,258,28,0,1,4,1,211,260,5,25743,3,4.762648559618
4,17895,17,111,13,0,1,0,1,148,260,3,75209,10,4.25275597108857
6,40880,39,336,28,0,1,4,1,159,321,5,81960,7,4.61152151063865
4,24998,23,283,28,0,1,4,1,240,418,5,134505,10,4.39792263654532
5,41980,29,348,30,0,1,3,2,207,251,4,73491,5,4.62305277939429
4,63880,39,361,28,0,1,4,4,219,509,5,33486,3,4.80537170601188
4,5499,13,87,4,0,1,0,1,88,258,0,210789,18,3.74036268949424
4,37465,39,248,13,0,1,0,4,207,308,3,64414,6,4.57363732878481
4,11988,20,198,28,0,1,3,1,207,70,5,180393,14,4.07878296019696
4,12990,6,70,30,0,0,2,1,159,298,4,96705,14,4.11364258277174
4,26780,20,198,28,0,1,0,1,207,378,5,75568,6,4.42782678949352
6,6990,13,175,7,0,1,2,1,62,381,1,266850,14,3.84453930212901
5,37990,23,323,30,0,1,3,2,159,298,4,132707,10,4.57968072521479
4,21888,20,198,28,0,1,0,1,240,329,5,121153,10,4.34022592125719
4,12990,23,150,13,0,1,0,1,207,104,3,194101,14,4.11364258277174
6,14999,38,166,28,0,1,3,1,219,88,5,207000,14,4.17609125905568
4,28992,20,240,28,0,1,0,1,240,243,5,78958,5,4.46229315554253
4,40990,45,473,13,0,1,4,3,247,387,3,128568,12,4.61268851331978
5,27990,23,323,30,0,0,2,2,207,135,4,75760,9,4.44701841424766
4,46980,36,371,79,1,1,3,2,173,433,4,10,2,4.67192225658505
4,19990,13,83,28,0,1,4,2,98,378,5,134396,8,4.30083451916161
4,23577,20,240,28,0,1,0,1,240,243,5,53747,7,4.3725069633629
4,31999,39,306,12,0,1,2,2,207,135,2,240125,11,4.50514997831991
4,16485,23,150,13,0,0,0,1,148,201,3,18471,14,4.21711529550768
4,28990,22,241,28,0,1,4,1,155,174,5,57964,5,4.46226319593422
4,5999,39,210,4,0,1,0,1,2,66,0,188072,25,3.77815125038364
4,28990,15,202,13,0,1,0,1,170,433,3,55656,9,4.46226319593422
6,31787,29,126,30,0,1,2,0,314,205,4,178049,10,4.50226320434486
4,26990,39,333,30,0,1,3,2,211,161,4,268136,15,4.43121897519885
5,36895,29,348,30,0,0,3,2,432,260,4,95104,10,4.5669792856146
6,25990,13,227,13,0,1,2,1,217,313,3,92474,11,4.41482298924042
6,23480,13,175,4,0,1,4,1,240,328,0,93523,6,4.37071658853955
4,9990,13,46,13,0,1,0,2,148,135,3,133510,15,3.99960895897142
4,30987,23,283,28,0,1,4,1,155,440,5,96265,6,4.49119354729469
4,19990,26,173,12,0,1,0,1,159,204,2,119410,9,4.30083451916161
5,31999,29,348,30,0,1,3,2,211,66,4,185763,7,4.50514997831991
4,24990,20,240,28,0,1,0,1,198,328,5,81901,6,4.39778363450951
4,59990,39,248,13,0,1,0,4,211,433,3,11458,4,4.77808610132506
4,25895,17,189,4,0,1,0,1,159,260,0,53590,5,4.41323268639452
4,6800,20,198,28,0,0,3,1,148,381,5,244395,18,3.83257277484618
4,11990,18,159,4,0,0,4,1,170,161,0,166665,13,4.07885540297977
5,37990,29,348,30,0,1,3,2,211,298,4,169525,9,4.57968072521479
4,28180,14,151,22,1,1,0,1,211,511,0,20,3,4.44995639994354
4,30990,13,227,4,0,1,0,3,198,328,0,29358,7,4.49123559003325
4,32981,18,251,28,0,1,4,3,314,205,5,66340,8,4.51827698734937
4,38990,18,200,28,0,1,4,1,173,328,5,54277,6,4.59096437365715
4,27999,39,333,30,0,0,3,2,240,76,4,288000,11,4.44715803134222
4,39990,42,374,28,0,1,3,3,211,131,5,90199,8,4.60196226407481
4,37990,21,288,28,0,1,4,2,198,328,5,79586,7,4.57968072521479
4,22990,23,150,4,0,1,0,1,247,337,0,53685,11,4.36155786144052
4,36777,50,483,28,0,1,4,2,98,86,5,75441,8,4.56558810846431
5,34790,29,418,28,0,1,3,2,211,172,5,214844,8,4.54146691188183
4,26977,39,210,4,0,1,0,1,219,433,0,60910,6,4.43100975033369
4,25450,17,189,4,0,1,0,1,240,328,0,36044,5,4.40570485095371
4,18327,13,125,28,0,1,0,1,198,205,5,86631,6,4.26311507618134
4,27832,22,254,28,0,1,0,1,173,205,5,79732,6,4.44456001960128
4,18990,17,189,4,0,0,0,1,159,378,0,95238,7,4.27854783377585
4,35999,33,334,28,0,1,4,2,314,306,5,85464,8,4.55630250076729
4,14999,13,256,30,0,1,2,2,159,258,4,290114,11,4.17609125905568
4,26990,22,254,28,0,1,0,1,228,328,5,69033,6,4.43121897519885
4,39990,33,334,28,0,1,4,3,240,387,5,40832,9,4.60196226407481
5,12999,41,345,28,0,1,4,2,314,90,5,229851,14,4.11394335230684
6,19980,13,175,7,0,1,2,1,148,295,1,138095,11,4.30061721980658
4,25980,22,241,28,0,1,0,1,155,295,5,70075,9,4.41465586290806
4,42980,46,247,13,0,1,2,3,219,542,3,73016,8,4.63327651560935
4,7999,29,117,13,0,1,0,1,219,337,3,169523,17,3.90308998699194
4,27180,14,151,22,1,1,0,1,170,511,0,20,2,4.4342654305603
4,41900,15,250,28,0,1,4,1,148,349,5,16164,4,4.62222438786604
4,44990,46,468,28,0,1,4,2,148,172,5,64900,8,4.65312564619192
4,10990,20,57,28,0,0,0,1,207,86,5,194000,15,4.04103720786703
4,47478,17,217,13,0,1,0,1,247,205,3,5805,4,4.67650156329318
4,50970,39,248,13,0,1,0,4,240,528,3,32500,4,4.70732315409531
4,47500,36,371,79,1,1,3,2,314,433,4,10,2,4.67670275257035
4,50895,17,298,28,0,1,4,2,211,260,5,13985,3,4.70668365176329
4,20990,22,136,28,0,1,3,2,207,86,5,219290,11,4.3220331286318
6,18999,39,336,28,0,1,3,1,97,192,5,169300,12,4.27875360095283
4,37999,39,333,30,0,0,3,2,240,76,4,166000,9,4.57978359661681
4,19870,25,140,4,0,1,0,3,219,308,0,10592,5,4.29821972335309
4,27990,13,256,30,0,1,2,2,207,161,4,123359,8,4.44701841424766
4,49950,17,189,13,0,0,0,3,173,433,3,11123,4,4.69854418705919
4,27180,14,177,22,1,1,0,3,217,511,5,20,2,4.4342654305603
4,49990,39,333,30,0,1,3,2,159,298,4,112567,7,4.69889182429286
4,19200,39,171,4,0,1,0,1,207,419,0,54777,7,4.28332384761879
4,38990,39,309,28,0,1,0,3,228,313,5,5192,4,4.59096437365715
4,35999,23,283,28,0,1,4,2,211,190,5,61832,6,4.55630250076729
4,13990,22,89,4,0,1,0,1,211,161,0,101005,12,4.14584875659054
4,22767,15,250,28,0,1,0,1,124,308,5,122030,9,4.35732488274021
4,57800,42,405,28,0,1,2,2,207,482,5,51526,7,4.76193535210089
4,24999,11,162,30,0,0,3,2,211,154,4,8694,8,4.39794000867204
4,34980,22,277,30,0,1,3,2,240,328,4,52253,9,4.54383222047354
4,29855,23,283,28,0,1,4,1,247,205,5,57985,9,4.47503162206641
4,19990,22,277,30,0,1,3,2,211,89,4,211658,13,4.30083451916161
5,26990,29,348,30,0,1,3,2,240,251,4,239092,11,4.43121897519885
4,40932,13,256,30,0,1,3,2,314,205,4,104820,8,4.61207357547107
4,24855,35,318,13,0,1,0,3,124,86,3,98748,9,4.39543124024692
4,27999,20,349,28,0,0,3,2,148,337,5,184534,15,4.44715803134222
4,6999,14,16,12,0,0,2,1,207,60,2,307806,19,3.84509804001426
